full_addr_,full_addr1,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
"Parkes Commercial Building, 29-31 Parkes St, Tsim Sha Tsui, Kowloon","嘉士商業大廈, 九龍尖沙咀白加士街29-31號",177.59,49.33,1.693111115,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,35,yes,yes,,
"PARKES COMMERCIAL CENTRE, 2-8 PARKES STREET","栢嘉商業中心, 白加士街2-8號",417.17,115.88,2.064008487,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,64,yes,,,
"Parkview Centre, 7 LAU LI STREET, North Point, Hong Kong","栢景中心, 香港北角琉璃街7號",132.54,36.82,1.566083784,NO,NO,NO,NO,NO,NONE,NONE,NONE,30,0,27,,,,
"Parkview Commercial Building, 9-11 Shelter St, Wan Chai, Hong Kong","百威商業大廈, 香港灣仔信德街9-11號",107.29,29.8,1.474216264,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,25,yes,,,
"PAUL Y. CENTRE, 51 HUNG TO ROAD, Kwun Tong, Kowloon","保華企業中心, 九龍觀塘鴻圖道51號",294.24,81.73,1.912381499,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,322,yes,,,
"Pearl Oriental Tower, 225 NATHAN ROAD, Jordan, Kowloon","明珠廣場, 九龍佐敦彌敦道225號",776,215.56,2.333568175,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,18,yes,yes,,
"Peninsula Centre, 67 Mody Rd, Tsim Sha Tsui, Kowloon","半島中心, 九龍尖沙咀麼地道67號",368.93,102.48,2.010639117,NO,NO,NO,NO,NO,2012 (rev.1),12/2/2015,retro_after,10,0,95,yes,yes,,
"Peninsula Square, 18 SUNG ON STREET, Hung Hom, Kowloon","半島廣場, 九龍紅磡崇安街18號",357,99.17,1.996380313,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,210,yes,,,yes
"Pennington Commercial Building, 17 Pennington St, Wan Chai, Hong Kong","邊寧頓商業大廈, 香港灣仔邊寧頓街17號",93.42,25.95,1.414137362,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,11,,,,
"Perfect Commercial Building, 20 Austin Ave, Tsim Sha Tsui, Kowloon","保發商業大廈, 九龍尖沙咀柯士甸路20號",70.41,19.56,1.29136885,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,33,yes,yes,,
"Perfect Commercial Building, 28 Sharp St W, Wan Chai, Hong Kong","必發商業大廈, 香港灣仔霎西街28號",139.27,38.69,1.58759873,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,31,,yes,,
"Perkins Road Dairy Farm Shopping Centre, 5 PERKINS ROAD","白建時道牛奶公司購物商場, 白建時道5號",206.39,57.33,1.758381942,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,0,yes,,,
"Ping Lam Commercial Building, 280-282 Lockhart Rd, Wan Chai, Hong Kong","平霖商業大廈, 香港灣仔駱克道280-282號",73.76,20.49,1.311541958,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,30,yes,yes,,
"PLANT COMMERCIAL CENTRE, 227 TEMPLE STREET","植麗素商業中心, 廟街227號",79,21.94,1.341236623,NO,NO,NO,NO,NO,NONE,NONE,NONE,6,0,7,,,,
"Plaza 2000, 2-4 Russell Street, Causeway Bay, Hong Kong","二千年廣場, 香港銅鑼灣羅素街2-4號",627.53,174.31,2.241322303,NO,YES,NO,YES,YES,2012 (rev.1),6/24/2015,retro_after,23,0,0,yes,,,
"Po Cheong Commercial Building, 29 Prat Avenue, Tsim Sha Tsui, Kowloon","寶昌商業大廈, 九龍尖沙咀寶勒巷29號",137.45,38.18,1.581835924,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,17,yes,yes,,
"Po Lok Building, 156 Woosung St, Yau Ma Tei, Kowloon","寶靈商業中心, 九龍油麻地吳松街156號",441.26,122.57,2.088384186,NO,NO,NO,NO,NO,NONE,NONE,NONE,4,0,159,yes,,,yes
"PO ON COMMERCIAL BUILDING, 198 NATHAN ROAD","寶安商業大廈, 彌敦道198號",621.23,172.56,2.236940132,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,20,yes,,,
"PO WAH COMMERCIAL CENTRE, 226 HENNESSY ROAD, Wan Chai, Hong Kong","寶華商業中心, 香港灣仔軒尼詩道226號",156.16,43.38,1.637289548,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,51,yes,,,
"Pollock Building, 9-10 Tak Hing St, Yau Ma Tei, Kowloon","寶來大廈, 九龍油麻地德興街9-10號",34.52,9.59,0.981818607,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,74,yes,yes,,
"Prat Commercial Building, 17-19 Prat Ave, Tsim Sha Tsui, Kowloon","寶勒商業大廈, 九龍尖沙咀寶勒巷17-19號",102.73,28.54,1.455453969,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,25,yes,,,
"President Commercial Centre, 608 Nathan Rd, Mong Kok, Kowloon","總統商業大廈, 九龍旺角彌敦道608號",78.22,21.73,1.337059726,NO,YES,NO,NO,YES,2015,5/11/2017,retro_after,20,0,180,yes,yes,,yes
"President Theatre, 517 JAFFE ROAD","總統戲院, 謝斐道517號",708.011,196.67,2.293738118,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,4,,,,
"Prestige Tower, 23-25 Nathan Road Kowloon","彩星中心, 九龍彌敦道23-25號",512.68,142.41,2.153540486,NO,YES,NO,YES,NO,2018,8/26/2020,retro_after,13,0,15,yes,,,
"Prime Mansion, 183-187 Johnston Road, Wan Chai, Hong Kong","德業大廈 , 香港灣仔莊士敦道183-187號",131.96,36.66,1.564192461,NO,YES,NO,NO,NO,2018,7/27/2021,retro_after,15,0,64,yes,,,
"Professional Building, 19-23 Tung Lo Wan Rd, Wan Chai, Hong Kong","建康商業大廈, 香港灣仔銅鑼灣道19-23號",91.8,25.5,1.40654018,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,36,yes,yes,,
"Progress Commercial Building, 7-17 IRVING STREET, Causeway Bay, Hong Kong","欣榮商業大廈, 香港銅鑼灣伊榮街7-17號",711,197.5,2.2955671,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,46,yes,,,yes
"Prosper Commercial Building, 9 YIN CHONG STREET","興發商業大廈, 煙廠街9號",105.19,29.22,1.465680212,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,215,yes,yes,,
"Prosperity Center, 25 Chong Yip Street, Kwun Tong, Kowloon","創富中心, 九龍觀塘創業街25號",126.41,35.11,1.545430829,NO,NO,NO,NO,NO,NONE,NONE,NONE,30,0,203,yes,,,
"Prosperity Centre, 982 CANTON ROAD, Mong Kok, Kowloon","嘉富商業中心, 九龍旺角廣東道982號",175.37,48.71,1.68761813,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,92,yes,yes,,
"Prosperity Millennia Plaza, 663 King's Road, North Point, Hong Kong","泓富產業千禧廣場, 香港北角英皇道663號",383.82,106.62,2.027838678,NO,YES,NO,NO,NO,2015,2/14/2019,retro_after,27,0,66,yes,,,
"Prosperity Place, 6 Shing YIp Street, Kwun Tong, Kowloon","泓富廣場, 九龍觀塘成業街6號",120.6,33.5,1.525044807,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,0,yes,,,
"Prosperous Commercial Building, 54-58 JARDINE'S BAZAAR, Causeway Bay, Hong Kong","富盛商業大廈, 香港銅鑼灣渣甸街54-58號",105.1,29.19,1.465234095,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,101,yes,yes,,
"Prudential Centre, 216-228A NATHAN ROAD, Jordan, Kowloon","恆豐中心, 九龍佐敦彌敦道216-228A",1585,440.28,2.643728958,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,88,yes,,,
"Queen's Centre, 58-64 Queen's Rd E, Wan Chai, Hong Kong","帝后商業中心, 香港灣仔皇后大道東58-64號",339.73,94.37,1.974833955,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,29,yes,,,
"Queensway Plaza, 93 Queensway, Admiralty, Hong Kong","金鐘廊, 香港金鐘金鐘道93號",1272.6,353.5,2.548389418,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,60,yes,,,
"Radio City, 505 Hennessy Road, Causeway Bay, Hong Kong","電業城, 香港銅鑼灣軒尼詩道505號",708,196.67,2.293738118,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,23,yes,,,
"Railway Plaza, 39 Chatham Road South, Mong Kok, Kowloon","鐵路大廈, 九龍旺角漆咸道南39號",474.23,131.73,2.119684692,NO,YES,NO,NO,NO,2018,12/12/2019,retro_after,28,0,91,yes,,,
"Real Sight Commercial Building, 122 WOOSUNG STREET","利際商業大廈, 吳松街122號",174.49,48.47,1.68547302,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,30,,yes,,
"REDANA CENTRE, 25 YIU WA STREET","丹納中心, 耀華街25號",225.3,62.58,1.796435559,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,1,0,yes,,,
"Regal Dragon Centre, 149-151 Woo Sung Street, Jordan, Kowloon","龍匯商業大廈, 九龍佐敦吳松街149-151號",173.56,48.21,1.683137131,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,29,yes,yes,,
"Regency Centre Phase I, 39 Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong","偉晉中心一期, 香港黃竹坑黃竹坑道39號",55.26,15.35,1.18610838,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,21,,,,
"Regency Centre Phase II, 41-43 Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong","偉晉中心二期, 香港黃竹坑黃竹坑道41-43號",79.93,22.2,1.346352974,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,1,43,,,,
"Rich Towers, 2 Blenheim Ave, Tsim Sha Tsui, Kowloon","富峰行, 九龍尖沙咀白蘭軒道2號",79.04,21.96,1.341632336,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,0,,yes,,
"Righteous Centre, 583A-585 NATHAN ROAD, Mong Kok, Kowloon","富時中心, 九龍旺角彌敦道583A-585號",207.39,57.61,1.760497875,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,25,yes,,,
"RIGHTFUL CENTRE, 12 TAK HING STREET","興富中心, 德興街12號",1054,292.78,2.466541406,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,210,yes,,,
"Rise Commercial Building, 5-11 Granville Circuit, Tsim Sha Tsui, Kowloon","利時商業大廈, 九龍尖沙咀嘉蘭圍5-11號",385.4,107.06,2.029627239,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,399,yes,yes,,
"RITZ PLAZA, 122 AUSTIN ROAD","麗斯中心, 柯士甸道122號",368.35,102.32,2.009960531,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,85,yes,,,
"ROYAL COMMERCIAL CENTRE, 56 PARKES STREET, Jordan, Kowloon","凱豪商業中心, 九龍佐敦白加士街56號",499,138.61,2.141794564,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,104,yes,,,
"Ruby Commercial Building, 480 Nathan Road, Yau Ma Tei, Kowloon","鴻寶商業大廈, 九龍油麻地彌敦道480號",118.33,32.87,1.516799704,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,16,,yes,,
"Rykadan Capital Tower, 135 Hoi Bun Road, Kwun Tong, Kowloon","宏基資本大廈, 九龍觀塘海濱道135號",308,85.56,1.932270776,NO,YES,NO,NO,YES,2018,11/5/2020,retro_after,28,0,21,yes,,,
"S.B. Commercial Building, 478 Nathan Road, Yau Ma Tei, Kowloon","森基商業大廈, 九龍油麻地彌敦道478號",92.69,25.75,1.410777233,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,25,yes,yes,,
"SAI WAN HO PLAZA, 68 SHAU KEI WAN ROAD","西灣河中心, 筲箕灣道68號",55.17,15.33,1.185542155,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,42,yes,yes,,
"San Kei Tower, 56-58 YEE WO STREET, Causeway Bay, Hong Kong","新基商業中心, 香港銅鑼灣怡和街56-58號",115.16,31.99,1.50501424,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,23,yes,,,
"Sands Building, 17 Hankow Road, Tsim Sha Tsui, Kowloon","新聲大廈, 九龍尖沙咀漢口道17號",291.57,80.99,1.908431399,NO,NO,NO,NO,NO,2015,10/20/2017,retro_after,15,0,40,yes,,,
"Sang Woo Building, 227-228 Gloucester Rd, Wan Chai","生和大廈, 灣仔告士打道227-228號",309,85.83,1.933639113,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,30,yes,yes,,
"SEABRIGHT PLAZA, 9-23 SHELL STREET","秀明中心, 蜆殼街9-23號",292.13,81.15,1.909288524,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,168,yes,,,
"Season Commercial Building, 3 Humphreys Ave, Tsim Sha Tsui, Kowloon","時財商業大廈, 九龍尖沙咀堪富利士道3號",112.85,31.35,1.496237545,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,31,yes,yes,,
"SEAVIEW PLAZA, 283 SHAU KEI WAN ROAD, Shau Kei Wan, Hong Kong","海景廣場, 香港筲箕灣筲箕灣道283號",73.71,20.48,1.311329952,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,108,yes,yes,,
"Seven Seas Shopping Centre (Commerial Portion of Carson Mansion Block B), 113-121 King's Road, North Point, Hong Kong","七海商業中心(嘉信大廈 B座 商業部分), 香港北角英皇道113-121號",608.63,169.06,2.228040865,NO,NO,NO,NO,NO,NONE,NONE,NONE,1,4,245,yes,,,
"Shanghai Centre, 473-475 Shanghai St, Mong Kok, Kowloon","上海中心, 九龍旺角上海街473-475號",67.72,18.81,1.274388796,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,22,,yes,,
"Shanghai Industrial Investment Building, 48-62 Hennessy Rd, Wan Chai, Hong Kong","上海實業大廈, 香港灣仔軒尼詩道48-62號",391.2,108.67,2.036109667,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,56,yes,,,
"Shaukiwan Centre, 407-409 Shaukiwan Road, Shau Kei Wan, Hong Kong","筲箕灣中心, 香港筲箕灣筲箕灣道407-409號",340.4,94.56,1.975707464,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,72,yes,yes,,
"Shining Building, 477-481 Jaffe Rd, Wan Chai, Hong Kong","肇明大廈, 香港灣仔謝斐道477-481號",791.31,219.81,2.342047446,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,42,yes,yes,,
"SHINYAM COMMERCIAL BUILDING, 163 JOHNSTON ROAD","勝任商業大廈, 莊士敦道163號",152.76,42.43,1.627673032,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,46,yes,yes,,
"Shui On Centre, 6-8 Harbour Road, Wan Chai, Hong Kong","瑞安中心, 香港灣仔港灣道6-8號",296,82.22,1.914977472,NO,YES,NO,NO,YES,2015,8/9/2019,retro_after,38,0,134,yes,,,
"SHUN FENG INTERNATIONAL CENTRE, 182 QUEEN'S ROAD EAST","順豐國際中心, 皇后大道東182號",316.55,87.93,1.944137073,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,120,yes,yes,,
"SHUN HEI CAUSEWAY BAY CENTRE, 492 LOCKHART ROAD","順禧銅鑼灣中心, 駱克道492號",150.21,41.73,1.620448385,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,102,yes,,,
"Shun Pont Commercial Building, 5-11 Thomson Rd, Wan Chai, Hong Kong","信邦商業大廈, 香港灣仔譚臣道5-11號",96.38,26.77,1.427648371,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,46,yes,yes,,
"Siki Centre, 23 JARDINE'S BAZAAR","兆基商業中心, 渣甸街23號",161.23,44.79,1.651181062,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,28,yes,,,
"Simsons Commercial Building, 137-139 Johnston Rd, Wan Chai, Hong Kong","新盛商業大廈, 香港灣仔莊士敦道137-139號",210.58,58.49,1.767081621,NO,NO,NO,YES,NO,2015,1/27/2018,retro_after,20,0,0,yes,,,
"Sing-Ho Finance Building, 166-168 Gloucester Rd, Wan Chai, Hong Kong","信和財務大廈, 香港灣仔告士打道166-168號",111.8,31.06,1.492201451,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,30,yes,yes,,
"Singwa Commercial Building, 26-32 Parkes St, Tsim Sha Tsui, Kowloon","盛華商業大廈, 九龍尖沙咀白加士街26-32號",146.48,40.69,1.60948769,NO,NO,YES,YES,NO,2015,5/24/2019,retro_after,16,0,64,yes,yes,,
"Sino Centre, 582-592 Nathan Rd, Mong Kok, Kowloon","信和中心, 九龍旺角彌敦道582-592號",628.98,174.72,2.242342621,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,1,299,yes,yes,,
"SINO CHEER PLAZA, 23 JORDAN ROAD","新寶廣場, 佐敦道23號",888.84,246.9,2.39252109,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,0,yes,,,
"Sino Plaza, 256-257 Gloucester Road, Causeway Bay, Hong Kong","信和廣場, 香港銅鑼灣告士打道256-257號",215.34,59.82,1.776846409,NO,YES,NO,NO,YES,2018,9/13/2021,retro_after,33,0,165,yes,,,
"Siu On Centre, 188 LOCKHART ROAD","兆安中心, 駱克道188號",152.19,42.28,1.626134979,NO,NO,NO,NO,NO,NONE,NONE,NONE,32,0,160,yes,,,
"Soundwill Plaza, 38 RUSSELL STREET","金朝陽中心, 羅素街38號",1085.7,301.58,2.479402537,NO,NO,NO,NO,NO,NONE,NONE,NONE,40,0,60,yes,,,
"Southern Commercial Building, 11-13 Luard Rd, Wan Chai, Hong Kong","修頓商業大廈, 香港灣仔盧押道11-13號",142.45,39.57,1.59736605,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,44,yes,yes,,
"Southgate Commercial Centre, 29 GRANVILLE ROAD","信基商業中心, 加連威老道29號",409.87,113.85,2.056333035,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,62,yes,,,
"SOUTHMARK, 11 YIP HING STREET, Wong Chuk Hang, Hong Kong","南滙廣場, 香港黃竹坑業興街11號",79.68,22.13,1.344981414,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,0,,,,yes
"Spa Centre, 53-55 Lockhart Rd, Wan Chai, Hong Kong","恆澤商業大廈, 香港灣仔駱克道53-55號",82.82,23.01,1.361916619,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,15,yes,,,
"Spectrum Tower, 53 HUNG TO ROAD, Kwun Tong, Kowloon","威明中心, 九龍觀塘鴻圖道53號",301.27,83.69,1.922673568,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,44,yes,,,
"Star House, 3-0 Salisbury RoadKowloon","星光行, 九龍梳士巴利道3-0號",236.06,65.57,1.816705184,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,570,yes,yes,,
"Success Commercial Building, 245-251 Hennessy Rd, Wan Chai, Hong Kong","守時大廈, 香港灣仔軒尼詩道245-251號",366.9,101.92,2.008259415,NO,YES,NO,NO,NO,2018,5/13/2020,retro_after,24,0,50,yes,yes,,
"Sun Hing Building, 174-180 Portland StreetKowloon","新興大廈, 九龍砵蘭街174-180號",64.44,17.9,1.252853031,NO,NO,NO,NO,NO,NONE,NONE,NONE,29,2,453,,yes,,
"Sun Hung Kai Centre, 30 Harbour Road, Wan Chai, Hong Kong","新鴻基中心, 香港灣仔港灣道30號",658,182.78,2.261928673,NO,YES,NO,NO,YES,2015,8/15/2019,retro_after,52,0,100,yes,,,
"Sun Shine Centre, 61-63 Portland St, Mong Kok, Kowloon","長盛中心, 九龍旺角砵蘭街61-63號",109.03,30.29,1.481299273,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,30,yes,,,
"Sunbeam Commercial Building, 469-471 Nathan Rd, Yau Ma Tei, Kowloon","新光商業大廈, 九龍油麻地彌敦道469-471號",48.02,13.34,1.12515583,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,49,yes,yes,,
"SUNSHINE PLAZA, 353 LOCKHART ROAD","三湘大廈, 駱克道353號",578.6,160.72,2.206069924,NO,NO,NO,NO,NO,NONE,NONE,NONE,38,0,40,yes,yes,,
"SUP Tower, 75-83 King's Road, North Point, Hong Kong","聯合出版大廈, 香港北角英皇道75-83號",392.8,109.11,2.037864556,NO,NO,NO,NO,NO,NONE,NONE,NONE,29,0,116,yes,yes,,
"SUPREME COMMERCIAL BUILDING, 368 KING'S ROAD","榮馳商業大廈, 英皇道368號",112.31,31.2,1.494154594,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,26,yes,yes,,
"Supreme House, 2A Hart Ave, Tsim Sha Tsui, Kowloon","首邦行, 九龍尖沙咀赫德道2A號",311.56,86.54,1.937216891,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,51,yes,yes,,
"SURSON COMMERCIAL BUILDING, 140-142 AUSTIN ROAD","瑞信集團大廈, 柯士甸道140-142號",158.79,44.11,1.644537058,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,20,yes,yes,,
"T.A.L. Building, 45-53 Austin Rd, Yau Ma Tei, Kowloon","聯業大廈, 九龍油麻地柯士甸道45-53號",315.45,87.63,1.942652812,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,15,yes,,,
"Tai Shan Wen Cun Commercial Building, 139 Portland St, Mong Kok, Kowloon","台山汶村商務中心大廈, 九龍旺角砵蘭街139號",65.61,18.23,1.260786669,NO,NO,NO,NO,NO,NONE,NONE,NONE,6,0,7,,yes,,
"Tai Shing Commercial (Yaumati) Building, 498-500 Nathan Rd, Yau Ma Tei, Kowloon","泰盛商業(油麻地)大樓, 九龍油麻地彌敦道498-500號",62.31,17.31,1.238297068,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,66,yes,yes,,
"Tai Wo Commercial Building, 513 Nathan Rd, Yau Ma Tei, Kowloon","泰和商業大樓, 九龍油麻地彌敦道513號",77.75,21.6,1.334453751,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,12,yes,yes,,
"Tai Wo Court, 22-28 Tai Wo Street, Wan Chai, Hong Kong","泰和閣, 香港灣仔泰和街22-28號",99.15,27.54,1.439963936,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,92,yes,,,
"Tai Yau Building - Office Tower, 181 Johnston Rd, Wan Chai, Hong Kong","大有大廈, 香港灣仔莊士敦道181號",442.06,122.79,2.089162999,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,120,yes,,,
"Tai Yip Building, 141 Thomson Road","大業大廈, 譚臣道141號",487,135.28,2.131233595,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,0,yes,,,
"Tak Lee Commercial Building, 113-117 Wan Chai Rd, Wan Chai, Hong Kong","得利商業大廈, 香港灣仔灣仔道113-117號",367.48,102.08,2.008940661,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,86,yes,yes,,
"Tak Sing Alliance Building, 115 Chatham Rd S, Tsim Sha Tsui, Kowloon","達成商業大廈, 九龍尖沙咀漆咸道南115號",192.25,53.4,1.727541257,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,21,yes,yes,,
"Tak Wun Building, 12-16 Pak Kung St, To Kwa Wan, Kowloon","得運大廈, 九龍土瓜灣北拱街12-16號",119.4,33.17,1.520745472,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,176,yes,yes,,
"Tat Lee Commercial Building, 2Y Sai Yeung Choi St S, Mong Kok, Kowloon","達利商業大廈, 九龍旺角西洋菜南街2Y號",110.63,30.73,1.48756256,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,27,yes,yes,,
"Taurus Building, 21A-21B Granville Rd, Tsim Sha Tsui, Kowloon","德立大廈, 九龍尖沙咀加連威老道21A-21B號",685.75,190.49,2.279872182,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,82,yes,,,
"Telecom House, 3 Gloucester Rd, Wan Chai, Hong Kong","電訊大廈, 香港灣仔告士打道3號",1297.76,360.49,2.556893222,NO,NO,NO,NO,NO,2012 (rev.1),11/3/2015,retro_after,21,0,42,yes,,,
"Tern Commercial Building, 39 Granville Road, Tsim Sha Tsui, Kowloon","太興商業大廈, 九龍尖沙咀加連威老道39號",134.94,37.48,1.573799582,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,39,yes,,,
"TERN PLAZA, 5 CAMERON ROAD","太興廣場, 金馬倫道5號",918.68,255.19,2.406863652,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,64,yes,,,
"Tesbury Centre, 28 QUEEN'S ROAD EAST, Wan Chai, Hong Kong","金鐘匯中心, 香港灣仔皇后大道東28號",379.8,105.5,2.02325246,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,30,yes,yes,,
"The Bodynits Building, 3 Cameron Road, Tsim Sha Tsui, Kowloon","波蒂妮斯大廈, 九龍尖沙咀金馬倫道3號",349.88,97.19,1.987621582,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,20,yes,,,
"The Broadway, 54-62 Lockhart Rd, Wan Chai, Hong Kong","博匯大廈, 香港灣仔駱克道54-62號",450.35,125.1,2.09725731,NO,NO,NO,YES,NO,2015,12/5/2016,retro_after,21,0,126,yes,,,
"The Grandeur, 47 Jardine'S Bazaar, Causeway Bay, Hong Kong","采怡閣, 香港銅鑼灣渣甸坊47號",468.41,130.11,2.114310677,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,96,yes,,,
"The Jade Plaza, 513 CANTON ROAD","玉器交易廣場, 廣東道513號",344.8,95.78,1.981274833,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,220,yes,yes,,
"The Laguna Mall, 8 Laguna Verde Avenue","海逸坊 ( 漁人碼頭 ), 海逸豪園8號",368.52,102.37,2.010172703,NO,NO,NO,NO,NO,NONE,NONE,NONE,4,1,242,yes,,,yes
"The Lamma Tower, 12-12A HAU FOOK STREET, Tsim Sha Tsui, Kowloon","藍馬商業大廈, 九龍尖沙咀厚福街12-12A號",132.6,36.83,1.566201719,NO,NO,NO,NO,NO,NONE,NONE,NONE,19,0,40,yes,,,
"The Leader Commercial Building, 54-56 Hillwood Rd, Tsim Sha Tsui, Kowloon","利雅商業大廈, 九龍尖沙咀山林道54-56號",85.77,23.83,1.377124042,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,82,yes,yes,,
"The Lodge, 535 Canton Road, Tsim Sha Tsui, Kowloon","都會名軒, 九龍尖沙咀廣東道535號",395.17,109.77,2.040483664,NO,NO,NO,NO,NO,NONE,NONE,NONE,25,0,92,yes,,,
"The Mall, Pacific Place, 88 Queensway, Admiralty, Hong Kong","太古廣場, 香港金鐘金鐘道88號",587.2,163.11,2.212480588,NO,YES,NO,NO,YES,2018,11/24/2020,retro_after,46,0,73,yes,,,
"The Sun's Group Centre, 200 Gloucester Road, Wan Chai, Hong Kong","新銀集團中心, 香港灣仔告士打道200號",289.13,80.31,1.904769626,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,26,yes,,,
"The Toy House, 100 Canton Road, Tsim Sha Tsui, Kowloon","彩星集團大廈, 九龍尖沙咀廣東道100號",916.1,254.47,2.40563659,NO,YES,NO,NO,YES,2018,6/24/2021,retro_after,23,0,23,yes,,,
"The Ventris, 20 Ventris Road, Happy Valley, Hong Kong","雲地利閣, 香港跑馬地雲地利道20號",108,30,1.477121255,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,0,9,yes,,,
